series_id,slug_title,title
G6KEDW0W6,key-the-metal-idol,"""Key the Metal Idol"""
G62PVK096,kiddy-grade,"""Kiddy Grade"""
GY195XGZR,kiitaros-yokai-picture-diary,"""Kiitaro's yokai picture diary"""
GY8VM43GY,kill-la-kill,"""Kill la Kill"""
G6ZJMNX8Y,kimagure-orange-road,"""Kimagure Orange Road"""
GRDQVVNGY,kimi-ni-todoke---from-me-to-you,"""Kimi ni Todoke - From Me To You"""
GY1XE7VGY,king-of-prism--shiny-seven-stars-,"""KING OF PRISM -Shiny Seven Stars-"""
GY8V73KJY,kings-game,"""King's Game"""
GEXH3W44W,kings-raid-successors-of-the-will,"""KING's RAID: Successors of the Will"""
GRWE89KMR,kingdom,"""Kingdom"""
GY5VGNM0Y,kinos-journey--the-beautiful-world--the-animated-series,"""Kino's Journey -the Beautiful World- the Animated Series"""
G6W47P0ER,kira-kirapretty-cure-a-la-mode,"""KIRA KIRA☆PRETTY CURE A LA MODE"""
GNVHKN854,kiratto-prichan,"""Kiratto Pri☆chan"""
G65VXM1P6,kiss-him-not-me,"""Kiss Him, Not Me"""
GJ0H7Q443,kiyo-in-kyoto-from-the-maiko-house,"""Kiyo in Kyoto: From the Maiko House"""
GYNQPV08Y,kiznaiver,"""KIZNAIVER"""
GYP5E27KY,kizuna-ai-1st-live-hello-world,"""Kizuna AI 1st Live ""hello, world"""""
G0XHWM577,kizuna-no-allele,"""Kizuna no Allele"""
GYX08020R,knights--magic,"""Knight’s & Magic"""
GEXH3WKNN,knights-of-sidonia,"""Knights of Sidonia"""
G0XHWM5X2,kochoki,"""Kochoki"""
G6P81Z916,koihime-musou,"""Koihime Musou"""
GG5H5X7ZE,koikimo,"""Koikimo"""
G6X03MWPY,komori-san-cant-decline,"""Komori-san Can't Decline!"""
G6Q4MZ8GR,kono-aozora-ni-yakusoku-wo,"""Kono Aozora ni Yakusoku wo"""
GRJ05PZ0Y,kono-oto-tomare-sounds-of-life,"""Kono Oto Tomare!: Sounds of Life"""
GY5VGXG0Y,konohana-kitan,"""KONOHANA KITAN"""
GJ0H7Q5V7,konosuba--an-explosion-on-this-wonderful-world,"""KONOSUBA -An Explosion on This Wonderful World!"""
GYE5K3GQR,konosuba--gods-blessing-on-this-wonderful-world,"""KONOSUBA -God's blessing on this wonderful world!"""
GYWEK9KNY,koro-sensei-quest,"""Koro Sensei Quest!"""
G6JQKWZ4R,kotoura-san,"""Kotoura-San"""
GRGGJ4DWR,kowabon,"""KOWABON"""
GQWH0M990,kuma-kuma-kuma-bear,"""Kuma Kuma Kuma Bear"""
G649445JY,kumamiko--girl-meets-bear,"""Kumamiko -Girl Meets Bear"""
GYMGNKK7Y,kurau-phantom-memory,"""Kurau Phantom Memory"""
G62P48X56,kurokos-basketball,"""Kuroko's Basketball"""
GYNVW44WR,kyo-kara-maoh,"""Kyo Kara Maoh"""
GR9PX1316,kyousougiga,"""Kyousougiga"""
GY8VX351Y,ladies-versus-butlers,"""Ladies Versus Butlers"""
GRWEW95KR,laid-back-camp,"""Laid-Back Camp"""
GYMGPQ3ZY,lance-n-masques,"""Lance N' Masques"""
GVDHX8JZE,lapis-relights,"""Lapis Re:LiGHTs"""
GY5VZ9PEY,last-exile,"""Last Exile"""
GRZJ7W0D6,last-period-the-journey-to-the-end-of-the-despair,"""Last Period: the journey to the end of the despair"""
G69VGQX3Y,lastexile--fam-the-silver-wing,"""LASTEXILE -Fam, the Silver Wing"""
G6XJ0518R,late-night-the-genius-bakabon,"""Late night! The Genius Bakabon"""
GYDQ2NXK6,laughing-under-the-clouds,"""Laughing Under the Clouds"""
G24H1N81X,lbx-girls,"""LBX Girls"""
G0XHWM5V4,lees-detective-agency,"""Lee's Detective Agency"""
G9VHN91ZP,legend-of-mana--the-teardrop-crystal-,"""Legend of Mana -The Teardrop Crystal-"""
GRW4DXNEY,legend-of-the-galactic-heroes-die-neue-these,"""Legend of the Galactic Heroes: Die Neue These"""
GW4HM7W0Q,let-me-check-the-walkthrough-first,"""Let Me Check the Walkthrough First"""
GQWH0M434,lets-make-a-mug-too,"""Let's Make a Mug Too"""
G6WEM2DJ6,leviathan--the-last-defense-,"""Leviathan -The Last Defense-"""
GXJHM3G34,liar-liar,"""Liar, Liar"""
GYKE9JW1Y,libra-of-nil-admirari,"""Libra of Nil Admirari"""
GRDQ40W1Y,library-war,"""Library War"""
GNVHKN75X,life-lessons-with-uramichi-oniisan,"""Life Lessons with Uramichi Oniisan"""
GQWH0M90V,life-with-an-ordinary-guy-who-reincarnated-into-a-total-fantasy-knockout,"""Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout"""
GYVNDKK06,lilpri,"""Lilpri"""
GP5HJ8E81,link-click,"""Link Click"""
G6X03JPMY,lisa-tv,"""LiSA TV"""
G8DHV7E4G,listeners,"""Listeners"""
G0XHWM5E2,liz-and-the-blue-bird,"""Liz and the Blue Bird"""
GY9P3ME4R,locodol,"""Locodol"""
GRVNMG93Y,log-horizon,"""Log Horizon"""
G67529WMR,looking-up-at-the-half-moon,"""Looking Up at the Half-Moon"""
GRG5X224R,lord-el-melloi-iis-case-files-rail-zeppelin-grace-note,"""Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note"""
GYWEZN1NY,lord-marksman-and-vanadis,"""Lord Marksman and Vanadis"""
GRVDN2JPR,lord-of-vermilion-the-crimson-king,"""Lord of Vermilion: The Crimson King"""
GYP81WDMY,lost-universe,"""Lost Universe"""
GRMG1E35R,lostorage-incited-wixoss,"""Lostorage incited WIXOSS"""
GEXH3WG78,love-after-world-domination,"""Love After World Domination"""
GKEH2G4MW,love-all-play,"""Love All Play"""
GQWH0M4NN,love-hina-again,"""Love Hina Again"""
G6P8QX856,love-is-like-a-cocktail,"""Love is Like a Cocktail"""
GRWEMVNQR,love-lab,"""Love Lab"""
G63W41WQ6,love-live-nijigasaki-high-school-idol-club,"""Love Live! Nijigasaki High School Idol Club"""
GRZX4X5MY,love-live-school-idol-project,"""Love Live! School Idol Project"""
GRWEX4X8R,love-live-sunshine,"""Love Live! Sunshine!!"""
G3KHEVPWE,love-live-superstar,"""Love Live! Superstar!!"""
G0XHWM0XW,love-of-kill,"""Love of Kill"""
G6VN4V7ZR,love-rice,"""Love Rice"""
GRP8DPXMR,love-stage,"""Love Stage!!"""
GR8DW3J9R,love-to-lie-angle,"""Love To-LIE-Angle"""
G6NQ59GG6,love-tyrant,"""Love Tyrant"""
GR79XXJV6,lovely-complex,"""Lovely Complex"""
G6NQX5P06,lovely-muuuuuuuco,"""Lovely Muuuuuuuco!"""
G1XHJV22X,lucifer-and-the-biscuit-hammer,"""Lucifer and the Biscuit Hammer"""
GY8V7NP8Y,lucky-star,"""Lucky Star"""
GYKE9NP1Y,lupin-the-3rd-part-5,"""LUPIN THE 3rd PART 5"""
G6GG9E9E6,lupin-the-3rd-part4,"""LUPIN THE 3rd PART4"""
GY795JDZR,lupin-the-third---the-woman-called-fujiko-mine,"""Lupin the Third - The Woman Called Fujiko Mine"""
G6X01XXKY,lupin-the-third-part-1,"""Lupin the Third Part 1"""
GRX031256,lupin-the-third-part-2,"""Lupin the Third Part 2"""
G6X034P0Y,lupin-the-third-part-3,"""Lupin the Third Part 3"""
GRK5KDJ86,lychee-light-club,"""Lychee Light Club"""
G1XHJV2X9,lycoris-recoil,"""Lycoris Recoil"""
G6P84X3K6,maerchen-maedchen,"""Maerchen Maedchen"""
GKEH2G5P7,maesetsu-opening-act,"""Maesetsu! Opening Act"""
GG5H5X0Q2,magatsu-wahrheit,"""MAGATSU WAHRHEIT"""
GY09XN14Y,magi,"""Magi"""
G6QWDD096,magia-record-puella-magi-madoka-magica-side-story,"""Magia Record: Puella Magi Madoka Magica Side Story"""
GRDQN0M9Y,magic-kaito-1412,"""Magic Kaito 1412"""
G1XHJV270,magic-knight-rayearth,"""Magic Knight Rayearth"""
G63VJXPQY,magic-users-club,"""Magic User's Club"""
GYGG2ZDEY,magic-users-club-ova,"""Magic User's Club OVA"""
G6Q4MKD4R,magic-kyun-renaissance,"""Magic-Kyun! Renaissance"""
G63VXK2NY,magical-circle-guru-guru,"""MAGICAL CIRCLE GURU-GURU"""
GZJH3D01P,magical-destroyers,"""Magical Destroyers"""
G6P5WP3G6,magical-girl-ore,"""Magical Girl Ore"""
GRQ4MKN4Y,magical-girl-raising-project,"""Magical Girl Raising Project"""
GR5PZ3P3R,magical-girl-spec-ops-asuka,"""Magical Girl Spec-Ops Asuka"""
GRG5W78WR,magical-sempai,"""Magical Sempai"""
GY2PE0J5Y,magical-somera-chan,"""Magical Somera-chan"""
GRJQ0888Y,magicians-academy,"""Magicians Academy"""
G6DQ137WR,magikano,"""Magikano"""
GR49140W6,magimoji-rurumo,"""Magimoji Rurumo"""
G1XHJVE9P,mahjong-soul-pon,"""Mahjong Soul Pon☆"""
G1XHJV8PX,mahoraba-heartful-days,"""Mahoraba ~Heartful Days~"""
GR49M8GQ6,mahou-shoujo-nante-mouiidesukara,"""Mahou Shoujo Nante Mouiidesukara"""
G6JQ2QQER,mahou-shoujo-naria-girls,"""Mahou Shoujo? Naria Girls"""
GRJQVKQWY,majin-bone,"""Majin Bone"""
G6P5WVEQ6,major-2nd,"""MAJOR 2nd"""
G6VNMPN5R,makai-ouji-devils-and-realist,"""Makai Ouji: Devils and Realist"""
GRZXGP4VY,maken-ki,"""Maken-ki!"""
GYJQ8G4V6,makeruna-aku-no-gundan,"""Makeruna!! Aku no Gundan!"""
G6DQN778R,makuranodanshi,"""makuranodanshi"""
GDKHZEPW1,malevolent-spirits-mononogatari,"""Malevolent Spirits: Mononogatari"""
GR5VJEX5R,mangirl,"""Mangirl!"""
G63VWP9VY,maoyu,"""Maoyu"""
G5PHNM731,maquia-when-the-promised-flower-blooms,"""Maquia: When the Promised Flower Blooms"""
GRVNXWQZY,march-comes-in-like-a-lion,"""March comes in like a lion"""
G6WEK75J6,marginal-4-the-animation,"""MARGINAL #4 the Animation"""
GQWH0MD5X,maria-the-virgin-witch,"""Maria the Virgin Witch"""
G6EX2559R,marmalade-boy,"""Marmalade Boy"""
GKEH2G472,mars-red,"""MARS RED"""
GYNQD7MQY,martian-successor-nadesico,"""Martian Successor Nadesico"""
G8DHV79M5,marudase-kintaro,"""Marudase Kintaro"""
GYX02P3MR,masamune-kuns-revenge,"""Masamune-kun's Revenge"""
GDKHZEP8W,mashle-magic-and-muscles,"""MASHLE: MAGIC AND MUSCLES"""
GW4HM750E,mass-effect,"""Mass Effect"""
GRGG9XVPR,mazinger-edition-z,"""Mazinger Edition Z"""
GKEH2G031,me--roboco,"""ME & ROBOCO"""
G79H23KPN,megabeast-investigator-juspion,"""Megabeast Investigator Juspion"""
GR4PVJ1WY,megalobox,"""MEGALOBOX"""
GR4PD7WQY,meiji-tokyo-renka,"""Meiji Tokyo Renka"""
G62PJ4X26,meow-meow-japanese-history,"""Meow Meow Japanese History"""
GYG5V5Z4Y,merc-storia-the-apathetic-boy-and-the-girl-in-a-bottle,"""Merc StoriA: The Apathetic Boy and the Girl in a Bottle"""
GEXH3W2W7,mf-ghost,"""MF GHOST"""
G6Q4Z8PQR,michiko--hatchin,"""Michiko & Hatchin"""
G6XJNXZ2R,midnight-eye-goku,"""Midnight Eye Goku"""
GR4PX80WY,midnight-occult-civil-servants,"""Midnight occult civil servants"""
GEXH3WK52,mieruko-chan,"""Mieruko-chan"""
GJ0H7QGKK,migidali,"""Migi&Dali"""
GRQ42KD7Y,mikagura-school-suite,"""Mikagura School Suite"""
G609GX1M6,military,"""Military!"""
GDKHZEP05,millennium-actress,"""Millennium Actress"""
GR79JDP46,million-arthur,"""Million Arthur"""
GY8VXV1JY,million-doll,"""Million Doll"""
GYDQMPE46,minami-kamakura-high-school-girls-cycling-club,"""Minami Kamakura High School Girls Cycling Club"""
GY5VK2KKY,mischievous-kiss---love-in-tokyo,"""Mischievous Kiss - Love in Tokyo"""
GYNV9JQJR,mischievous-kiss---the-movie,"""Mischievous Kiss - The Movie"""
G6E51Q71Y,mischievous-kiss-2---love-in-tokyo,"""Mischievous Kiss 2 - Love in Tokyo"""
G6Q4MWK2R,miss-bernard-said,"""Miss Bernard said."""
GNVHKN77P,miss-caretaker-of-sunohara-sou,"""Miss Caretaker of Sunohara-sou"""
G6497Z43Y,miss-kobayashis-dragon-maid,"""Miss Kobayashi's Dragon Maid"""
G0XHWM0G9,miss-kuroitsu-from-the-monster-development-department,"""Miss KUROITSU from the Monster Development Department"""
G68VJ2046,miss-machiko,"""Miss Machiko"""
GRE5M2GX6,miss-monochrome---the-animation,"""Miss Monochrome - The Animation"""
GG5H5XEJ7,miss-shachiku-and-the-little-baby-ghost,"""Miss Shachiku and the Little Baby Ghost"""
GRZX822VY,mitchiri-neko,"""Mitchiri Neko"""
GY9VK9PWR,mix,"""MIX"""
GY190DKQR,mob-psycho-100,"""Mob Psycho 100"""
GY8V5PQ8Y,mobile-fighter-g-gundam,"""Mobile Fighter G Gundam"""
GKEH2G9XV,mobile-suit-gundam,"""Mobile Suit Gundam"""
G6MGQ0976,mobile-suit-gundam-00,"""MOBILE SUIT GUNDAM 00"""
GYQ4QK446,mobile-suit-gundam-iron-blooded-orphans,"""Mobile Suit GUNDAM Iron Blooded Orphans"""
G1XHJVWD3,mobile-suit-gundam-narrative,"""Mobile Suit Gundam Narrative"""
GYWEQQD2Y,mobile-suit-gundam-seed,"""Mobile Suit Gundam Seed"""
G63VZZDEY,mobile-suit-gundam-seed-destiny,"""Mobile Suit Gundam Seed Destiny"""
G3KHEV0NW,mobile-suit-gundam-the-origin,"""MOBILE SUIT GUNDAM THE ORIGIN"""
G60X0KVGR,mobile-suit-gundam-the-origin-advent-of-the-red-comet,"""MOBILE SUIT GUNDAM THE ORIGIN Advent of the Red Comet"""
G6MGP9W76,mobile-suit-gundam-unicorn-re0096,"""MOBILE SUIT GUNDAM UNICORN RE:0096"""
G63VP3PMY,mobile-suit-gundam-wing,"""Mobile Suit Gundam Wing"""
G0XHWM435,mobile-suit-gundam-zz,"""Mobile Suit Gundam ZZ"""
GEXH3W2J5,mobile-suit-gundam-cucuruz-doans-island,"""Mobile Suit Gundam: Cucuruz Doan's Island"""
G79H2307W,mobile-suit-gundam-the-witch-from-mercury,"""Mobile Suit Gundam: The Witch from Mercury"""
GXJHM3P5W,mobile-suit-zeta-gundam,"""Mobile Suit Zeta Gundam"""
GRVDN19XR,moeyo-ken,"""Moeyo Ken"""
GYW47E7N6,mon-colle-knights,"""Mon Colle Knights"""
GQWH0MPNM,mongolian-chop-squad,"""Mongolian Chop Squad"""
GYWEMJ1GY,monogatari-second-season,"""Monogatari Second Season"""
GQWH0M1MK,mononoke,"""Mononoke"""
G60XNJW4R,monster-girl-doctor,"""Monster Girl Doctor"""
G6K5X43PY,monster-hunter-stories-ride-on,"""Monster Hunter Stories Ride On"""
G619JM99Y,monster-strike,"""Monster Strike"""
GKEH2G8N4,monster-strike-the-movie-lucifer-dawn-of-despair,"""Monster Strike the Movie: Lucifer Dawn of Despair"""
GJ0H7Q5N3,more-than-a-married-couple-but-not-lovers,"""More than a Married Couple, but Not Lovers."""
GXJHM379D,moriarty-the-patriot,"""Moriarty the Patriot"""
G69PVZG0Y,moritasan-wa-mukuchi,"""Moritasan wa Mukuchi"""
GR751MQ4Y,moyashimon,"""Moyashimon"""
GYZJNKZVR,mr-love-queens-choice,"""Mr Love: Queen's Choice"""
GYQ4Q3DP6,mr-osomatsu,"""Mr. Osomatsu"""
GRZJXWD36,mr-tonegawa-middle-management-blues,"""Mr. TONEGAWA Middle Management Blues"""
G675XDGNR,ms-koizumi-loves-ramen-noodles,"""Ms. Koizumi Loves Ramen Noodles"""
GYQW9J0ZY,ms-vampire-who-lives-in-my-neighborhood,"""Ms. Vampire who lives in my neighborhood."""
GR3KV03WR,muhyo--rojis-bureau-of-supernatural-investigation,"""Muhyo & Roji's Bureau of Supernatural Investigation"""
GQWH0M1NG,mulan-rise-of-a-warrior,"""Mulan: Rise of a Warrior"""
G63KKJVW6,murder-princess,"""Murder Princess"""
G6X0MVGKY,muromi-san,"""Muromi-san"""
GKEH2GQ4V,musasi-no,"""Musasi-no"""
GRX0MGN76,mushi-shi,"""MUSHI-SHI"""
G6P8XKXK6,mushi-uta,"""Mushi-Uta"""
G65VJVG56,mushibugyo,"""Mushibugyo"""
G24H1N3MP,mushoku-tensei-jobless-reincarnation,"""Mushoku Tensei: Jobless Reincarnation"""
GYW4E1WN6,music-girls,"""Music Girls"""
GVDHX8Q8P,muteking-the-dancing-hero,"""MUTEKING THE Dancing HERO"""
GVDHX8PP9,muv-luv-alternative,"""Muv-Luv Alternative"""
GMEHME8K8,my-clueless-first-friend,"""My Clueless First Friend"""
G5PHNM9M5,my-daughter-left-the-nest-and-returned-an-s-rank-adventurer,"""My Daughter Left the Nest and Returned an S-Rank Adventurer"""
GQWH0M9N8,my-dress-up-darling,"""My Dress-Up Darling"""
G675N15MR,my-first-girlfriend-is-a-gal,"""My First Girlfriend is a Gal"""
G6NQ5DWZ6,my-hero-academia,"""My Hero Academia"""
GMEHME5WK,my-hero-academia-movies,"""My Hero Academia Movies"""
GG5H5X389,my-home-hero,"""My Home Hero"""
G6MG8P1W6,my-little-monster,"""My Little Monster"""
G6MGPGZ86,my-love--story,"""MY love  STORY!!"""
GNVHKNPQ7,my-love-story-with-yamada-kun-at-lv999,"""My Love Story with Yamada-kun at Lv999"""
GYNQJ2GJY,my-mental-choices-are-completely-interfering-with-my-school-romantic-comedy,"""My Mental Choices are Completely Interfering with my School Romantic Comedy"""
G0XHWM1ZK,my-new-boss-is-goofy,"""My New Boss is Goofy"""
GY5PW4JEY,my-next-life-as-a-villainess-all-routes-lead-to-doom,"""My Next Life as a Villainess: All Routes Lead to Doom!"""
G5PHNM717,my-one-hit-kill-sister,"""My One-Hit Kill Sister"""
G6EX7J43R,my-roommate-is-a-cat,"""My Roommate is a Cat"""
GP5HJ815K,my-senpai-is-annoying,"""My Senpai Is Annoying"""
G6245PG7Y,my-sister-my-writer,"""My Sister, My Writer"""
G0XHWM44M,my-stepmoms-daughter-is-my-ex,"""My Stepmom's Daughter Is My Ex"""
G64PVJJ1R,my-sweet-tyrant,"""My Sweet Tyrant"""
GYNQJ8GXY,my-teen-romantic-comedy-snafu,"""My Teen Romantic Comedy SNAFU"""
G79H23Z45,my-tiny-senpai,"""My Tiny Senpai"""
G1XHJV0VV,my-unique-skill-makes-me-op-even-at-level-1,"""My Unique Skill Makes Me OP even at Level 1"""
GYP8XN95Y,my-wife-is-the-student-council-president,"""My Wife is the Student Council President"""
G60X904VR,my-hime,"""My-HiME"""
G0XHWM5WQ,my-otome,"""My-Otome"""
G609G0PP6,myriad-colors-phantom-world,"""Myriad Colors Phantom World"""
GYP817ZDY,myself-yourself,"""Myself; Yourself"""
GYME20ZZ6,mysteria-friends,"""MYSTERIA Friends"""
G3KHEV0E4,nabari-no-ou,"""Nabari no Ou"""
G63K9Q9X6,nagasarete-airanto,"""Nagasarete Airanto"""
GRNQJ57XR,nagi-no-asukara-nagi-asu-a-lull-in-the-sea,"""Nagi no Asukara (Nagi-Asu: A Lull in the Sea)"""
G679JN2KY,namuamidabutsu--utena-,"""NAMUAMIDABUTSU! -UTENA-"""
GY3V7KGVR,nananas-buried-treasure,"""Nanana's Buried Treasure"""
G6K5PP7EY,nanbaka,"""NANBAKA"""
GY9PJ5KWR,naruto,"""Naruto"""
GYQ4MW246,naruto-shippuden,"""Naruto Shippuden"""
GR9PV4ED6,naruto-spin-off-rock-lee--his-ninja-pals,"""NARUTO Spin-Off: Rock Lee & His Ninja Pals"""
GYGGPPW7Y,natsume-yujin-cho,"""Natsume Yujin-cho"""
GRE5XQJV6,natsume-yujin-cho-4,"""Natsume Yujin-cho 4"""
GR09QXWGR,natsume-yujin-cho-5,"""Natsume Yujin-cho 5"""
G6P8GKKJ6,natsume-yujin-cho-6,"""Natsume Yujin-cho 6"""
G6490VQPY,nazotokine,"""Nazotokine"""
GY49M09ZR,nekomonogatari-black,"""Nekomonogatari Black"""
GVDHX8J8Z,nekopara,"""Nekopara"""
G6X0490PY,neo-angelique-abyss,"""Neo Angelique Abyss"""
G609E9EW6,netsuzou-trap--ntr-,"""Netsuzou Trap -NTR-"""
GRWE2PQQR,new-game,"""NEW GAME!"""
GRKE7JQ1R,ng-knight-lamune--40,"""NG Knight Lamune & 40"""
GR24PVM76,nichijou---my-ordinary-life,"""Nichijou - My Ordinary Life"""
GNVHKNPW1,nierautomata-ver11a,"""NieR:Automata Ver1.1a"""
GEXH3WPXK,night-head-2041,"""NIGHT HEAD 2041"""
GR9VG8KE6,night-on-the-galactic-railroad,"""Night on the Galactic Railroad"""
GW4HM75PP,nijiyon-animation,"""NIJIYON ANIMATION"""
G24H1N8ZN,ningen-fushin-adventurers-who-dont-believe-in-humanity-will-save-the-world,"""Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World"""
GR0XNW22Y,ninja-collection,"""Ninja Collection"""
GR09Q10GR,ninja-girl--samurai-master,"""Ninja Girl & Samurai Master"""
G69PMKJ0Y,ninja-nonsense,"""Ninja Nonsense"""
GMEHMENP7,ninja-scroll-the-series,"""Ninja Scroll: The Series"""
GR19NK216,nisekoi,"""Nisekoi"""
G6K5K358Y,nisemonogatari,"""Nisemonogatari"""
G8DHV72EJ,no-guns-life,"""No Guns Life"""
G64G2VDPR,noblesse,"""Noblesse"""
GYGG9Z2WY,noblesse-awakening,"""Noblesse: Awakening"""
GYWEZE70Y,nobunaga-concerto,"""Nobunaga Concerto"""
GRVD1PE0R,nobunaga-teachers-young-bride,"""Nobunaga teacher's young bride"""
G68V12076,nobunagun,"""Nobunagun"""
GY49XQ3PR,noein-to-your-other-self,"""Noein: To Your Other Self"""
G6X0484KY,nogizaka-haruka-no-himitsu,"""Nogizaka Haruka no Himitsu"""
G6E5X9K1Y,nogizaka-haruka-no-himitsu---purezza--,"""Nogizaka Haruka no Himitsu - Purezza -"""
GR19PXG06,noir,"""Noir"""
G63VW2VWY,non-non-biyori,"""Non Non Biyori"""
G6WEV3WM6,noragami,"""Noragami"""
G6G5MEE16,null--peta,"""Null & Peta"""
G3KHEVQ0G,number24,"""number24"""
GRQ4QE79Y,nyanbo,"""Nyanbo!"""
G6P83KDJ6,nyanko-days,"""Nyanko Days"""
GR5PH0059,nyanpire---the-vampire-cat,"""Nyanpire - The Vampire Cat"""
G6VNM3EDR,nyarko-san-another-crawling-chaos,"""Nyarko-san: Another Crawling Chaos"""
GP5HJ857Q,obey-me,"""Obey Me!"""
GY75279J6,occulticnine,"""Occultic;Nine"""
GRJ0XX20Y,oda-cinnamon-nobunaga,"""Oda Cinnamon Nobunaga"""
G4PH0WPV2,oddtaxi,"""ODDTAXI"""
G3KHEVDV7,offside,"""OFFSIDE"""
GYP8J739Y,oh-edo-rocket,"""Oh! Edo Rocket"""
G8DHV7KNW,oh-suddenly-egyptian-god,"""Oh, Suddenly Egyptian God"""
GR2PEVP2R,ojisan-and-marshmallow,"""Ojisan and Marshmallow"""
GR19EKQV6,okami-san-and-her-seven-companions,"""Okami-san and Her Seven Companions"""
G609Z3VE6,omamori-himari,"""Omamori Himari"""
GY8VN1Z9Y,onara-goro,"""Onara Goro"""
GRMG8ZQZR,one-piece,"""One Piece"""
G5PHNMWX9,one-piece-movies,"""One Piece (Movies)"""
GRDQVM3KY,onee-chan-ga-kita,"""Onee-chan ga Kita"""
G6K5JGZ1Y,oneroom,"""OneRoom"""
GRNQZ8EZR,oniai,"""OniAi"""
G0XHWMV75,onihei,"""ONIHEI"""
GZJH3D0P5,onimai-im-now-your-sister,"""ONIMAI: I'm Now Your Sister!"""
G69XGJXJR,onyx-equinox,"""Onyx Equinox"""
GY5VXNN7Y,ooya-san-wa-shishunki,"""Ooya-san wa Shishunki!"""
GVDHX8Q91,opuscolors,"""Opus.COLORs"""
GRVNXW75Y,orange,"""Orange"""
G6Q4KKGER,oreca-battle,"""ORECA BATTLE"""
GYQ4WX036,oreimo,"""Oreimo"""
GRMGDX75R,orenchi-no-furo-jijo,"""Orenchi no Furo Jijo"""
GR751Q8NY,oreshura,"""Oreshura"""
GY8DP4JDY,oresuki-are-you-the-only-one-who-loves-me,"""ORESUKI Are you the only one who loves me?"""
GXJHM3G47,orguss,"""ORGUSS"""
GVDHX8PMM,orient,"""ORIENT"""
G24H1N21Q,osamake-romcom-where-the-childhood-friend-wont-lose,"""Osamake: Romcom Where The Childhood Friend Won't Lose"""
GR9VEP986,osomatsu-kun,"""Osomatsu-kun"""
GRG5HJN5W,otalku,"""Otalku"""
GEXH3WGGV,otherside-picnic,"""Otherside Picnic"""
GYDQK7WZ6,otome-yokai-zakuro,"""Otome Yokai Zakuro"""
G5PHNM9G5,our-dating-story-the-experienced-you-and-the-inexperienced-me,"""Our Dating Story: The Experienced You and The Inexperienced Me"""
GVDHX8ZD0,our-last-crusade-or-the-rise-of-a-new-world,"""Our Last Crusade or the Rise of a New World"""
GRJQM5M0Y,our-love-has-always-been-10-centimeters-apart,"""Our love has always been 10 centimeters apart."""
GRGGJWD2R,ouran-high-school-host-club,"""Ouran High School Host Club"""
G24H1N5JG,over-the-sky,"""Over the Sky"""
G69PZ5PDY,overlord,"""Overlord"""
G9VHN9Q4N,overtake,"""OVERTAKE!"""
GR09G787R,owarimonogatari,"""OWARIMONOGATARI"""
GRK5PDW96,ozmafia,"""OZMAFIA!!"""
GR49M5536,pan-de-peace,"""Pan de Peace!"""
GR751Q2ZY,pandorahearts,"""PandoraHearts"""
GDKHZEJ9G,pani-poni-dash,"""Pani Poni Dash!"""
GYNV02MJR,panty--stocking-with-garterbelt,"""Panty & Stocking with Garterbelt"""
G3KHEVD87,paradox-live-the-animation,"""Paradox Live THE ANIMATION"""
G24H1NJJD,parallel-world-pharmacy,"""Parallel World Pharmacy"""
G5PHNMW8E,paranoia-agent,"""Paranoia Agent"""
GRGGP17PR,parasite-dolls,"""Parasite Dolls"""
G6K53VGGY,parasyte--the-maxim-,"""Parasyte -the maxim-"""
GY0XZ8276,pastel-memories,"""Pastel Memories"""
GRVD1337R,peace-maker-kurogane,"""PEACE MAKER KUROGANE"""
GYX08Q77R,peacemaker,"""Peacemaker"""
GG5H5XM84,peach-boy-riverside,"""Peach Boy Riverside"""
GZJH3DJ4X,peach-girl,"""Peach Girl"""
G609XQWG6,peeping-life,"""Peeping Life"""
G79H235NJ,penguin-highway,"""Penguin Highway"""
GR9P3GND6,persona4-the-golden-animation,"""Persona4 the Golden ANIMATION"""
G6VDWKM76,persona5-the-animation,"""PERSONA5 the Animation"""
G6VNXNE4R,persona5-the-animation--the-day-breakers-,"""PERSONA5 the Animation -THE DAY BREAKERS-"""
GVDHX8QQ5,persona5-the-stage,"""PERSONA5 the Stage"""
GYE5XGK9R,pes-peace-eco-smile,"""PES: Peace Eco Smile"""
G60XNWQVR,peter-grill-and-the-philosophers-time,"""Peter Grill and the Philosopher's Time"""
G8DHV7EJV,phantasy-star-online-2-episode-oracle,"""Phantasy Star Online 2: Episode Oracle"""
G63KVZV46,phantom-in-the-twilight,"""Phantom in the Twilight"""
G609XMXW6,phantom-thief-reinya,"""Phantom Thief Reinya"""
GREXE97QY,phantom-requiem-for-the-phantom,"""Phantom: Requiem for the Phantom"""
G64PE3D0R,phoenix,"""Phoenix"""
GR0XKD30Y,photon-the-idiot-adventures,"""Photon the Idiot Adventures"""
G6P83KZM6,piacevole,"""Piacevole"""
GRNQZ5XWR,pikotaros-lullaby-la-la-by,"""Pikotaro's LULLABY LA LA BY"""
G63VX0WXY,pilot-candidate,"""Pilot Candidate"""
GRJQV0N3Y,ping-pong-the-animation,"""Ping Pong the Animation"""
GR75KN0ZY,pita-ten,"""Pita-Ten"""
